anomaly_id,name,desc,level,image,success_event_ids,source_file,localisation_source_file
league_3_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1015,96_anomaly_categories_precursors.txt,events_l_english.yml
league_4_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1020,96_anomaly_categories_precursors.txt,events_l_english.yml
league_5_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1025,96_anomaly_categories_precursors.txt,events_l_english.yml
league_6_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1030,96_anomaly_categories_precursors.txt,events_l_english.yml
league_7_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1035,96_anomaly_categories_precursors.txt,events_l_english.yml
league_8_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1040,96_anomaly_categories_precursors.txt,events_l_english.yml
league_9_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1045,96_anomaly_categories_precursors.txt,events_l_english.yml
league_10_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1050,96_anomaly_categories_precursors.txt,events_l_english.yml
league_11_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1055,96_anomaly_categories_precursors.txt,events_l_english.yml
league_12_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1060,96_anomaly_categories_precursors.txt,events_l_english.yml
league_13_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1065,96_anomaly_categories_precursors.txt,events_l_english.yml
league_14_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this asteroid.,@precursor_hard,GFX_evt_mining_station,precursor.1070,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_1_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.1505,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_2_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.1510,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_3_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1515,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_4_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1520,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_5_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1525,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_6_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1530,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_7_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1535,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_8_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1540,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_9_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.1545,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_10_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this asteroid.,@precursor_hard,GFX_evt_mining_station,precursor.1550,96_anomaly_categories_precursors.txt,events_l_english.yml
irassian_11_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization in the vicinity of this gas giant.,@precursor_hard,GFX_evt_microscopic_life,precursor.1555,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_1_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_easy,GFX_evt_archaeological_dig,precursor.2005,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_2_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_easy,GFX_evt_archaeological_dig,precursor.2010,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_3_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.2015,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_4_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_archaeological_dig,precursor.2020,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_5_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_archaeological_dig,precursor.2025,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_6_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this asteroid.,@precursor_hard,GFX_evt_mining_station,precursor.2030,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_7_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization in the vicinity of this gas giant.,@precursor_hard,GFX_evt_ship_in_orbit,precursor.2035,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_8_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.2040,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_9_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.2045,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_10_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.2050,96_anomaly_categories_precursors.txt,events_l_english.yml
cybrex_11_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.2055,96_anomaly_categories_precursors.txt,events_l_english.yml
VULTAUMAR,Vultaumar Prime,The ancient homeworld of the Vultaum homeworld. It has seen better days.,@precursor_medium,,precursor.101,96_anomaly_categories_precursors.txt,events_l_english.yml
YUHTAAN,Yuhtaan Majoris,"This world, which served as the capital of the ancient Yuht Empire, once supported life. No longer.",@precursor_medium,,precursor.601,96_anomaly_categories_precursors.txt,events_l_english.yml
FEN_HABBANIS,Fen Habbanis,"Fen Habbanis III, or simply ""Fen Habbanis"" as it was known to its ancient inhabitants, was the capital of the First League.",@precursor_medium,,precursor.1101,96_anomaly_categories_precursors.txt,events_l_english.yml
IRASSIA,Irassia,Whatever biosphere this world may have once supported is long gone.,@precursor_medium,,precursor.1601,96_anomaly_categories_precursors.txt,events_l_english.yml
TUTORIAL_CAT,Leaving Home,During the survey of our home system we found something on [From.GetName] that did not match earlier observations made from our homeworld.,1,GFX_evt_ship_in_orbit,"tutorial.53, tutorial.52, tutorial.54",98_anomaly_categories_tutorial.txt,events_3_l_english.yml
AIANOM_LUMP_CAT,Orbital Debris,Sensors register potentially interesting entities in orbit of [Root.GetName].,1,GFX_evt_mining_station,"aianom.2, aianom.1, aianom.4, aianom.3, aianom.5",99_anomaly_categories_ai.txt,distant_stars_l_english.yml
AIANOM_MININGDEPO_CAT,Surface Pings,Sensors register potential finds on the surface of [Root.GetName].,1,GFX_evt_mining_station,"aianom.7, aianom.6",99_anomaly_categories_ai.txt,distant_stars_l_english.yml
AIANOM_RESEARCHDEPO_CAT,$AIANOM_MININGDEPO_CAT$,$AIANOM_MININGDEPO_CAT_desc$,2,GFX_evt_mining_station,"aianom.8, aianom.10, aianom.9",99_anomaly_categories_ai.txt,distant_stars_l_english.yml
AIANOM_CLUE_CAT,$clue$,$l_cluster_chain_desc$,5,GFX_evt_mining_station,aianom.11,99_anomaly_categories_ai.txt,distant_stars_l_english.yml
